image1,image2,verified,distance,threshold,model,detector_backend,similarity_metric,facial_areas_img1,facial_areas_img2,time,error,image1_name,path,dataset_name,image_name,face_name_align,race7,race4,gender,age_group,race_scores_fair_7,race_scores_fair_4,gender_scores_fair,age_scores_fair
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\032A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\032A15.JPG,False,0.884328138,0.68,VGG-Face,opencv,cosine,,,,,032A06.JPG,FGNET/images/032A06.JPG,FGNET,032A06.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/032A06.JPG,White,White,Male,10-19,"[0.44241354 0.06090223 0.23043023 0.08191938 0.05333336 0.04011525
 0.09088606]",[0.53095746 0.02549661 0.39116096 0.05238496],[0.8075632 0.1924368],"[0.00511    0.20343919 0.20353532 0.19418196 0.16077907 0.14689429
 0.05736925 0.02046228 0.00822865]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\034A02.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\034A39.JPG,False,0.951022634,0.68,VGG-Face,opencv,cosine,,,,,034A02.JPG,FGNET/images/034A02.JPG,FGNET,034A02.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/034A02.JPG,East Asian,Asian,Female,0-2,"[0.24376915 0.0107427  0.0250548  0.38402414 0.31242335 0.00351892
 0.02046697]",[0.46661198 0.00909217 0.52059007 0.00370576],[0.39705348 0.6029466 ],"[0.35302898 0.22529511 0.02087173 0.12782551 0.1405957  0.09478926
 0.02595349 0.00741937 0.00422083]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A07.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A10.JPG,True,0.458210941,0.68,VGG-Face,opencv,cosine,,,,,076A07.JPG,FGNET/images/076A07.JPG,FGNET,076A07.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/076A07.JPG,White,White,Male,3-9,"[0.6946124  0.00148337 0.17365287 0.01544733 0.0172423  0.02342615
 0.0741355 ]",[0.9779831  0.00233937 0.00526711 0.01441032],[0.5524643  0.44753563],"[1.01799984e-03 6.53766990e-01 3.40258926e-01 3.82058183e-03
 7.19253730e-04 3.62095132e-04 4.01773032e-05 1.23223435e-05
 1.65067388e-06]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\027A13.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\027A41.JPG,False,0.715798134,0.68,VGG-Face,opencv,cosine,,,,,027A13.JPG,FGNET/images/027A13.JPG,FGNET,027A13.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/027A13.JPG,White,White,Female,10-19,"[0.58854127 0.00094227 0.24197812 0.01432702 0.00945432 0.07912222
 0.06563479]",[0.75273097 0.00427506 0.11645012 0.1265439 ],[0.012941 0.987059],"[3.25217872e-04 7.90809467e-02 4.55375046e-01 3.63542050e-01
 8.94047096e-02 1.16148135e-02 5.54580998e-04 8.15033927e-05
 2.10887629e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\027A11.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\027A16.JPG,True,0.434464422,0.68,VGG-Face,opencv,cosine,,,,,027A11.JPG,FGNET/images/027A11.JPG,FGNET,027A11.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/027A11.JPG,White,White,Male,10-19,"[9.8582935e-01 1.3623614e-04 5.1489254e-03 2.4018995e-03 1.2101523e-03
 7.6609937e-04 4.5074034e-03]",[0.93764275 0.00726899 0.0445681  0.01052018],[0.87233794 0.1276621 ],"[2.5464251e-04 9.6896403e-02 5.0157487e-01 3.2896677e-01 6.3326135e-02
 8.5649900e-03 3.8152997e-04 2.8413722e-05 6.1985820e-06]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\061A18.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\061A32.JPG,False,0.903519546,0.68,VGG-Face,opencv,cosine,,,,,061A18.JPG,FGNET/images/061A18.JPG,FGNET,061A18.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/061A18.JPG,White,White,Female,20-29,"[0.39493188 0.01095223 0.28337318 0.03073468 0.02603035 0.04444574
 0.20953196]",[0.8102928  0.02180701 0.08146455 0.08643567],[0.13218752 0.8678125 ],"[2.0746456e-05 3.7055504e-02 3.9720947e-01 5.3656310e-01 2.8609248e-02
 5.3033954e-04 9.8762321e-06 1.5553068e-06 1.6632346e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\005A30.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\005A45.JPG,True,0.50864526,0.68,VGG-Face,opencv,cosine,,,,,005A30.JPG,FGNET/images/005A30.JPG,FGNET,005A30.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/005A30.JPG,White,Asian,Male,20-29,"[0.5409816  0.01004335 0.10335418 0.20134027 0.01821497 0.01883729
 0.10722831]",[0.39070603 0.05060079 0.54533625 0.01335692],[0.8203393  0.17966072],"[1.6002766e-03 7.7456005e-02 2.4832900e-01 5.4938912e-01 1.0771297e-01
 1.2697283e-02 1.7389754e-03 7.3739782e-04 3.3898256e-04]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\002A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\002A23.JPG,False,0.85158882,0.68,VGG-Face,opencv,cosine,,,,,002A05.JPG,FGNET/images/002A05.JPG,FGNET,002A05.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/002A05.JPG,White,White,Female,3-9,"[0.39978716 0.12432577 0.35666674 0.01890394 0.01955752 0.0108765
 0.06988246]",[9.9516910e-01 8.6092140e-04 3.1466808e-03 8.2322641e-04],[0.38287362 0.61712635],"[7.27839908e-03 8.85833979e-01 9.01645645e-02 1.36563275e-02
 2.75292457e-03 2.97566206e-04 1.43583784e-05 1.54214308e-06
 3.29383397e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\022A11.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\022A23.JPG,False,0.695215107,0.68,VGG-Face,opencv,cosine,,,,,022A11.JPG,FGNET/images/022A11.JPG,FGNET,022A11.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/022A11.JPG,Latino_Hispanic,Indian,Male,3-9,"[0.12965985 0.00159332 0.46650422 0.00149453 0.00734145 0.23418896
 0.1592176 ]",[0.35963076 0.01755066 0.01557669 0.6072419 ],[9.9983144e-01 1.6864126e-04],"[1.70508269e-04 6.26994014e-01 3.69894207e-01 2.41805241e-03
 4.17660747e-04 1.02101396e-04 3.07731375e-06 3.85590198e-07
 2.74138845e-08]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\005A35.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\005A45.JPG,True,0.443214901,0.68,VGG-Face,opencv,cosine,,,,,005A35.JPG,FGNET/images/005A35.JPG,FGNET,005A35.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/005A35.JPG,White,White,Male,10-19,"[8.7026012e-01 2.8950393e-05 2.2241741e-02 5.8674454e-03 1.7666626e-03
 4.4505365e-04 9.9389948e-02]",[9.6723235e-01 2.2577175e-03 2.9873516e-02 6.3644088e-04],[0.94705886 0.0529412 ],"[1.5335072e-04 8.3690859e-02 7.8410399e-01 8.7815933e-02 3.1577677e-02
 1.1353410e-02 1.1025190e-03 1.7605590e-04 2.6135775e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\019A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\019A23.JPG,False,0.763871573,0.68,VGG-Face,opencv,cosine,,,,,019A05.JPG,FGNET/images/019A05.JPG,FGNET,019A05.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/019A05.JPG,White,White,Male,10-19,"[7.7786505e-01 7.9473939e-05 1.4691903e-01 7.4669020e-04 1.6850249e-03
 1.6568977e-02 5.6135744e-02]",[9.2931980e-01 5.2896404e-04 5.2109039e-03 6.4940318e-02],[0.9938144  0.00618559],"[1.3888120e-05 1.2249012e-02 7.4456704e-01 1.9884443e-01 3.7138894e-02
 7.0039378e-03 1.6575577e-04 1.6121328e-05 8.5563516e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\078A08.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\078A15.JPG,False,0.887686461,0.68,VGG-Face,opencv,cosine,,,,,078A08.JPG,FGNET/images/078A08.JPG,FGNET,078A08.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/078A08.JPG,White,White,Male,10-19,"[5.9423208e-01 5.7401820e-05 4.9690615e-02 2.9241016e-02 4.2210501e-02
 8.9155354e-02 1.9541296e-01]",[0.50562614 0.00168882 0.11848412 0.3742009 ],[9.9999863e-01 1.3381259e-06],"[3.2564938e-05 2.6014438e-01 7.3451662e-01 4.9049160e-03 3.2080666e-04
 7.7500044e-05 2.9144928e-06 2.9573573e-07 6.0873404e-09]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\009A00.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\009A11.JPG,True,0.636796252,0.68,VGG-Face,opencv,cosine,,,,,009A00.JPG,FGNET/images/009A00.JPG,FGNET,009A00.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/009A00.JPG,White,White,Male,0-2,"[0.51693636 0.00118748 0.22718723 0.00493192 0.00347567 0.00568358
 0.24059783]",[9.9447817e-01 5.9108558e-04 4.1003530e-03 8.3041750e-04],[0.9802616  0.01973839],"[6.7725188e-01 3.1668568e-01 2.1170785e-03 6.0930854e-04 1.2034905e-03
 1.3450510e-03 5.7009410e-04 1.9365546e-04 2.3749300e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\033A10.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\033A21.JPG,False,0.803106921,0.68,VGG-Face,opencv,cosine,,,,,033A10.JPG,FGNET/images/033A10.JPG,FGNET,033A10.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/033A10.JPG,White,White,Male,3-9,"[0.60590845 0.0009307  0.13200516 0.01368865 0.00567773 0.04883363
 0.1929557 ]",[0.8847629  0.00269114 0.01297526 0.09957072],[9.9920553e-01 7.9442415e-04],"[3.3213754e-04 7.7431709e-01 2.2248109e-01 2.3629672e-03 4.1907257e-04
 8.4708379e-05 2.5934735e-06 3.8540642e-07 3.0326824e-08]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\020A22.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\020A36.JPG,True,0.420909961,0.68,VGG-Face,opencv,cosine,,,,,020A22.JPG,FGNET/images/020A22.JPG,FGNET,020A22.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/020A22.JPG,White,White,Female,30-39,"[7.7128237e-01 1.0603165e-04 1.9168909e-01 4.3712911e-04 8.1890676e-04
 8.4982964e-04 3.4816653e-02]",[9.7964549e-01 1.9197442e-04 1.3731343e-02 6.4311791e-03],[0.05293992 0.9470601 ],"[2.2970571e-05 1.3787855e-03 5.0702531e-02 2.5584960e-01 5.0532150e-01
 1.8055739e-01 5.9525836e-03 2.1097304e-04 3.6606500e-06]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\040A02.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\040A03b.JPG,False,0.875323139,0.68,VGG-Face,opencv,cosine,,,,,040A02.JPG,FGNET/images/040A02.JPG,FGNET,040A02.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/040A02.JPG,White,White,Male,3-9,"[0.47980335 0.00111109 0.14922741 0.18308592 0.05084273 0.02883056
 0.10709894]",[0.64418834 0.00113224 0.31689975 0.03777964],[9.9947941e-01 5.2064296e-04],"[1.7469915e-02 9.6789896e-01 1.3837455e-02 5.4230518e-04 1.8474115e-04
 6.1492428e-05 4.1248782e-06 9.0452460e-07 1.4974478e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\011A02.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\011A13.JPG,True,0.557488333,0.68,VGG-Face,opencv,cosine,,,,,011A02.JPG,FGNET/images/011A02.JPG,FGNET,011A02.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/011A02.JPG,White,White,Male,3-9,"[0.34783792 0.2264517  0.13035695 0.02057527 0.01006369 0.04058972
 0.22412476]",[0.770176   0.21416606 0.00816755 0.00749039],[0.61633337 0.38366663],"[4.68433537e-02 8.83123159e-01 3.46257500e-02 2.48266309e-02
 8.44330899e-03 1.63113477e-03 3.53149895e-04 1.04610524e-04
 4.89140948e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\015A01.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\015A05.JPG,True,0.620261674,0.68,VGG-Face,opencv,cosine,,,,,015A01.JPG,FGNET/images/015A01.JPG,FGNET,015A01.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/015A01.JPG,Middle Eastern,White,Male,3-9,"[4.3101755e-01 3.5611003e-05 5.5478048e-03 8.3845202e-04 3.2004647e-04
 4.4783362e-04 5.6179273e-01]",[9.9869043e-01 3.3505683e-05 4.0533138e-04 8.7071117e-04],[0.98850465 0.01149531],"[2.6425707e-01 6.6914153e-01 4.8057571e-02 7.9846289e-03 6.0528591e-03
 3.8487094e-03 4.8378514e-04 1.4342819e-04 3.0405605e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\002A07.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\002A21.JPG,True,0.519298816,0.68,VGG-Face,opencv,cosine,,,,,002A07.JPG,FGNET/images/002A07.JPG,FGNET,002A07.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/002A07.JPG,Latino_Hispanic,White,Female,3-9,"[0.34056893 0.06960266 0.48374477 0.00290331 0.01325989 0.02753197
 0.06238841]",[0.8766075  0.00904366 0.04569631 0.0686525 ],[0.01024433 0.98975563],"[4.6116426e-03 8.3935201e-01 1.2940603e-01 2.3302948e-02 3.1146794e-03
 2.0583475e-04 5.9832023e-06 7.1510902e-07 1.2510802e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\065A09.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\065A13.JPG,True,0.636085347,0.68,VGG-Face,opencv,cosine,,,,,065A09.JPG,FGNET/images/065A09.JPG,FGNET,065A09.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/065A09.JPG,Latino_Hispanic,Indian,Male,3-9,"[0.22604291 0.00201677 0.53505784 0.01469254 0.02321233 0.09903613
 0.09994143]",[0.29613724 0.03100996 0.02805864 0.64479417],[0.77983725 0.22016278],"[1.2594513e-03 8.0118656e-01 1.9095394e-01 5.8401572e-03 6.5207563e-04
 1.0266735e-04 4.0521054e-06 1.0069672e-06 1.4204706e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\005A31.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\005A48.JPG,True,0.600902118,0.68,VGG-Face,opencv,cosine,,,,,005A31.JPG,FGNET/images/005A31.JPG,FGNET,005A31.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/005A31.JPG,White,White,Female,20-29,"[7.7398551e-01 9.1849075e-04 2.3499059e-02 3.7291352e-04 7.3639752e-04
 5.3823167e-03 1.9510533e-01]",[0.9522994  0.00239674 0.00508802 0.04021585],[0.3771171  0.62288296],"[0.00187563 0.10539156 0.2532464  0.39534727 0.16608535 0.06809806
 0.00772388 0.00171416 0.00051774]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\013A18.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\013A23.JPG,True,0.304511903,0.68,VGG-Face,opencv,cosine,,,,,013A18.JPG,FGNET/images/013A18.JPG,FGNET,013A18.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/013A18.JPG,White,White,Male,20-29,"[9.0665579e-01 6.6863472e-06 7.3059914e-03 3.7274411e-04 1.4184693e-04
 2.5383660e-03 8.2978554e-02]",[9.9152362e-01 5.8745445e-05 2.1520364e-03 6.2656095e-03],[0.98936754 0.01063245],"[3.4324432e-05 5.3603929e-03 1.9953969e-01 7.3909366e-01 5.3373609e-02
 2.5674526e-03 2.9419027e-05 1.2100276e-06 1.3999205e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\017A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\017A38.JPG,False,0.914994646,0.68,VGG-Face,opencv,cosine,,,,,017A05.JPG,FGNET/images/017A05.JPG,FGNET,017A05.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/017A05.JPG,White,Asian,Male,3-9,"[0.38128003 0.01694616 0.05591275 0.07138094 0.04657011 0.0753492
 0.3525608 ]",[0.03638134 0.04467552 0.9172914  0.00165184],[0.99612904 0.00387095],"[0.01759888 0.24497671 0.13880627 0.24484839 0.15001239 0.11895212
 0.03373871 0.02727182 0.02379469]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\062A03.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\062A53.JPG,False,0.853831011,0.68,VGG-Face,opencv,cosine,,,,,062A03.JPG,FGNET/images/062A03.JPG,FGNET,062A03.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/062A03.JPG,Latino_Hispanic,Indian,Male,3-9,"[0.19054581 0.08095165 0.4222584  0.01935052 0.03206325 0.10902995
 0.14580035]",[0.25928634 0.05395913 0.04187324 0.6448813 ],[0.6910134  0.30898666],"[0.06543725 0.4003463  0.08070863 0.07556069 0.11715464 0.11658213
 0.05856251 0.06058391 0.02506389]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\033A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\033A10.JPG,False,0.786572395,0.68,VGG-Face,opencv,cosine,,,,,033A05.JPG,FGNET/images/033A05.JPG,FGNET,033A05.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/033A05.JPG,Black,Asian,Male,3-9,"[0.09321868 0.33295965 0.11613019 0.09513749 0.29707485 0.02879188
 0.03668724]",[0.07082678 0.20601481 0.7075492  0.01560917],[0.9528801  0.04711994],"[0.18071897 0.5060999  0.01598544 0.0215676  0.03115708 0.04855247
 0.04403885 0.0728251  0.07905458]"
