image1,image2,verified,distance,threshold,model,detector_backend,similarity_metric,facial_areas_img1,facial_areas_img2,time,error,image1_name,Path,Dataset name,Image name,Age,Gender,Race,Emotion,Backend,Notes
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\065A09.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\065A13.JPG,True,0.636085347,0.68,VGG-Face,opencv,cosine,,,,,065A09.JPG,FGNET/images/065A09.JPG,FGNET,065A09.JPG,24.0,Man,latino hispanic,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\005A31.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\005A48.JPG,True,0.600902118,0.68,VGG-Face,opencv,cosine,,,,,005A31.JPG,FGNET/images/005A31.JPG,FGNET,005A31.JPG,24.0,Man,latino hispanic,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\013A18.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\013A23.JPG,True,0.304511903,0.68,VGG-Face,opencv,cosine,,,,,013A18.JPG,FGNET/images/013A18.JPG,FGNET,013A18.JPG,23.0,Man,middle eastern,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\017A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\017A38.JPG,False,0.914994646,0.68,VGG-Face,opencv,cosine,,,,,017A05.JPG,FGNET/images/017A05.JPG,FGNET,017A05.JPG,22.0,Man,middle eastern,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\062A03.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\062A53.JPG,False,0.853831011,0.68,VGG-Face,opencv,cosine,,,,,062A03.JPG,FGNET/images/062A03.JPG,FGNET,062A03.JPG,25.0,Man,latino hispanic,sad,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\033A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\033A10.JPG,False,0.786572395,0.68,VGG-Face,opencv,cosine,,,,,033A05.JPG,FGNET/images/033A05.JPG,FGNET,033A05.JPG,26.0,Man,white,fear,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\015A12.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\015A15.JPG,True,0.603235922,0.68,VGG-Face,opencv,cosine,,,,,015A12.JPG,FGNET/images/015A12.JPG,FGNET,015A12.JPG,30.0,Man,white,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\032A18.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\032A33.JPG,True,0.612531937,0.68,VGG-Face,opencv,cosine,,,,,032A18.JPG,FGNET/images/032A18.JPG,FGNET,032A18.JPG,31.0,Man,latino hispanic,happy,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\052A10.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\052A13.JPG,True,0.423952123,0.68,VGG-Face,opencv,cosine,,,,,052A10.JPG,FGNET/images/052A10.JPG,FGNET,052A10.JPG,29.0,Man,latino hispanic,happy,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A40.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A42.JPG,True,0.193280232,0.68,VGG-Face,opencv,cosine,,,,,006A40.JPG,FGNET/images/006A40.JPG,FGNET,006A40.JPG,29.0,Man,latino hispanic,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\043A15.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\043A17.JPG,False,0.752650282,0.68,VGG-Face,opencv,cosine,,,,,043A15.JPG,FGNET/images/043A15.JPG,FGNET,043A15.JPG,26.0,Man,middle eastern,happy,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\009A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\009A11.JPG,True,0.59528918,0.68,VGG-Face,opencv,cosine,,,,,009A05.JPG,FGNET/images/009A05.JPG,FGNET,009A05.JPG,21.0,Man,white,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\035A08.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\035A23a.JPG,False,0.741816194,0.68,VGG-Face,opencv,cosine,,,,,035A08.JPG,FGNET/images/035A08.JPG,FGNET,035A08.JPG,22.0,Man,asian,happy,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\025A07.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\025A23.JPG,False,0.897380646,0.68,VGG-Face,opencv,cosine,,,,,025A07.JPG,FGNET/images/025A07.JPG,FGNET,025A07.JPG,45.0,Man,white,happy,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A24.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A61.JPG,True,0.556323259,0.68,VGG-Face,opencv,cosine,,,,,006A24.JPG,FGNET/images/006A24.JPG,FGNET,006A24.JPG,24.0,Man,latino hispanic,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\073A09.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\073A14.JPG,False,0.805999748,0.68,VGG-Face,opencv,cosine,,,,,073A09.JPG,FGNET/images/073A09.JPG,FGNET,073A09.JPG,34.0,Man,asian,happy,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\038A10.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\038A14.JPG,False,0.922305652,0.68,VGG-Face,opencv,cosine,,,,,038A10.JPG,FGNET/images/038A10.JPG,FGNET,038A10.JPG,32.0,Man,latino hispanic,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\015A12.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\015A14.JPG,True,0.583081416,0.68,VGG-Face,opencv,cosine,,,,,015A12.JPG,FGNET/images/015A12.JPG,FGNET,015A12.JPG,30.0,Man,white,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\054A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\054A17.JPG,False,0.938052254,0.68,VGG-Face,opencv,cosine,,,,,054A06.JPG,FGNET/images/054A06.JPG,FGNET,054A06.JPG,26.0,Woman,latino hispanic,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\027A11.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\027A30.JPG,True,0.676984648,0.68,VGG-Face,opencv,cosine,,,,,027A11.JPG,FGNET/images/027A11.JPG,FGNET,027A11.JPG,23.0,Man,white,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\031A07.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\031A12.JPG,True,0.664260727,0.68,VGG-Face,opencv,cosine,,,,,031A07.JPG,FGNET/images/031A07.JPG,FGNET,031A07.JPG,23.0,Man,white,happy,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\019A00.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\019A07.JPG,False,0.780377017,0.68,VGG-Face,opencv,cosine,,,,,019A00.JPG,FGNET/images/019A00.JPG,FGNET,019A00.JPG,18.0,Man,latino hispanic,sad,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\029A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\029A22.JPG,False,0.879740311,0.68,VGG-Face,opencv,cosine,,,,,029A05.JPG,FGNET/images/029A05.JPG,FGNET,029A05.JPG,21.0,Man,white,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\004A21.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\004A37.JPG,False,0.789183679,0.68,VGG-Face,opencv,cosine,,,,,004A21.JPG,FGNET/images/004A21.JPG,FGNET,004A21.JPG,25.0,Man,middle eastern,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A20.JPG,False,0.906947147,0.68,VGG-Face,opencv,cosine,,,,,047A05.JPG,FGNET/images/047A05.JPG,FGNET,047A05.JPG,33.0,Man,indian,sad,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\065A11.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\065A13.JPG,True,0.679642392,0.68,VGG-Face,opencv,cosine,,,,,065A11.JPG,FGNET/images/065A11.JPG,FGNET,065A11.JPG,23.0,Man,white,sad,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\029A20.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\029A31.JPG,True,0.612276358,0.68,VGG-Face,opencv,cosine,,,,,029A20.JPG,FGNET/images/029A20.JPG,FGNET,029A20.JPG,27.0,Man,middle eastern,fear,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\045A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\045A12.JPG,False,0.900971634,0.68,VGG-Face,opencv,cosine,,,,,045A06.JPG,FGNET/images/045A06.JPG,FGNET,045A06.JPG,24.0,Man,asian,fear,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\028A14.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\028A46.JPG,False,0.701021398,0.68,VGG-Face,opencv,cosine,,,,,028A14.JPG,FGNET/images/028A14.JPG,FGNET,028A14.JPG,24.0,Man,white,fear,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A28.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A67.JPG,False,0.812179343,0.68,VGG-Face,opencv,cosine,,,,,006A28.JPG,FGNET/images/006A28.JPG,FGNET,006A28.JPG,25.0,Man,white,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\048A09.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\048A17.JPG,False,0.928059917,0.68,VGG-Face,opencv,cosine,,,,,048A09.JPG,FGNET/images/048A09.JPG,FGNET,048A09.JPG,36.0,Man,white,surprise,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\080A08.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\080A09.JPG,True,0.469166502,0.68,VGG-Face,opencv,cosine,,,,,080A08.JPG,FGNET/images/080A08.JPG,FGNET,080A08.JPG,20.0,Man,white,happy,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\008A12.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\008A35.JPG,True,0.589445149,0.68,VGG-Face,opencv,cosine,,,,,008A12.JPG,FGNET/images/008A12.JPG,FGNET,008A12.JPG,31.0,Woman,white,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A20.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A23.JPG,False,0.694445942,0.68,VGG-Face,opencv,cosine,,,,,047A20.JPG,FGNET/images/047A20.JPG,FGNET,047A20.JPG,27.0,Woman,latino hispanic,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\074A00.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\074A01.JPG,True,0.505891616,0.68,VGG-Face,opencv,cosine,,,,,074A00.JPG,FGNET/images/074A00.JPG,FGNET,074A00.JPG,33.0,Man,white,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\068A10a.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\068A10b.JPG,True,0.609854188,0.68,VGG-Face,opencv,cosine,,,,,068A10a.JPG,FGNET/images/068A10a.JPG,FGNET,068A10a.JPG,29.0,Man,latino hispanic,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A01.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A14.JPG,True,0.666295324,0.68,VGG-Face,opencv,cosine,,,,,070A01.JPG,FGNET/images/070A01.JPG,FGNET,070A01.JPG,24.0,Woman,latino hispanic,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\062A18.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\062A47.JPG,False,0.849717166,0.68,VGG-Face,opencv,cosine,,,,,062A18.JPG,FGNET/images/062A18.JPG,FGNET,062A18.JPG,28.0,Woman,white,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\009A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\009A22a.JPG,False,0.880098677,0.68,VGG-Face,opencv,cosine,,,,,009A05.JPG,FGNET/images/009A05.JPG,FGNET,009A05.JPG,21.0,Man,white,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\054A04.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\054A06.JPG,True,0.591256894,0.68,VGG-Face,opencv,cosine,,,,,054A04.JPG,FGNET/images/054A04.JPG,FGNET,054A04.JPG,38.0,Man,white,happy,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\079A00.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\079A01.JPG,False,0.779943939,0.68,VGG-Face,opencv,cosine,,,,,079A00.JPG,FGNET/images/079A00.JPG,FGNET,079A00.JPG,35.0,Man,white,fear,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\065A02a.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\065A04.JPG,True,0.390439722,0.68,VGG-Face,opencv,cosine,,,,,065A02a.JPG,FGNET/images/065A02a.JPG,FGNET,065A02a.JPG,23.0,Man,latino hispanic,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\009A01.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\009A18.JPG,False,0.880054864,0.68,VGG-Face,opencv,cosine,,,,,009A01.JPG,FGNET/images/009A01.JPG,FGNET,009A01.JPG,23.0,Man,asian,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\042A04.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\042A18.JPG,False,0.837510008,0.68,VGG-Face,opencv,cosine,,,,,042A04.JPG,FGNET/images/042A04.JPG,FGNET,042A04.JPG,24.0,Man,white,neutral,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\008A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\008A41.JPG,False,0.687194591,0.68,VGG-Face,opencv,cosine,,,,,008A06.JPG,FGNET/images/008A06.JPG,FGNET,008A06.JPG,25.0,Woman,white,happy,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\020A04.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\020A20.JPG,False,0.739811728,0.68,VGG-Face,opencv,cosine,,,,,020A04.JPG,FGNET/images/020A04.JPG,FGNET,020A04.JPG,28.0,Man,white,fear,opencv,
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\062A16.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\062A18.JPG,False,0.89303517,0.68,VGG-Face,opencv,cosine,,,,,062A16.JPG,FGNET/images/062A16.JPG,FGNET,062A16.JPG,31.0,Man,white,sad,opencv,
