Image Path,Identity,Target_X,Target_Y,Target_W,Target_H,Source_X,Source_Y,Source_W,Source_H,VGG-Face_cosine,Notes,Image Path Image,Identity Image,Match
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\042A10.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\030A05.JPG,50,137,366,366,51,136,309,309,0.146570171,,42,30,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A36.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A46.JPG,48,111,308,308,97,125,264,264,0.147546957,,6,6,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A46.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A36.JPG,97,125,264,264,48,111,308,308,0.147546957,,6,6,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\016A14.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\051A17.JPG,310,186,86,86,28,254,58,58,0.154055979,,16,51,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\051A17.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\016A14.JPG,28,254,58,58,310,186,86,86,0.154055979,,51,16,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\003A58.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\003A60.JPG,64,166,304,304,72,115,258,258,0.154151258,,3,3,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\003A60.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\003A58.JPG,72,115,258,258,64,166,304,304,0.154151258,,3,3,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\022A26.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\022A27.JPG,50,112,256,256,23,179,290,290,0.154924007,,22,22,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\022A27.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\022A26.JPG,23,179,290,290,50,112,256,256,0.154924007,,22,22,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\016A14.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\040A16.JPG,9,222,74,74,28,254,58,58,0.155897266,,16,40,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\040A16.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\016A14.JPG,28,254,58,58,9,222,74,74,0.155897266,,40,16,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\040A03b.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\081A03.JPG,39,138,317,317,29,176,272,272,0.156132892,,40,81,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\081A03.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\040A03b.JPG,29,176,272,272,39,138,317,317,0.156132892,,81,40,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\079A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\079A07.JPG,47,129,314,314,54,150,315,315,0.15719643,,79,79,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\079A07.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\079A06.JPG,54,150,315,315,47,129,314,314,0.15719643,,79,79,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\051A17.JPG,310,186,86,86,14,233,63,63,0.15954779,,10,51,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\051A17.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,14,233,63,63,310,186,86,86,0.15954779,,51,10,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\031A14.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\031A16.JPG,41,127,279,279,49,146,341,341,0.16080591,,31,31,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\031A16.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\031A14.JPG,49,146,341,341,41,127,279,279,0.16080591,,31,31,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\037A19.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A05.JPG,24,197,64,64,370,127,53,53,0.164897885,,37,70,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\037A19.JPG,370,127,53,53,24,197,64,64,0.164897885,,70,37,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A42.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A46.JPG,48,111,308,308,32,142,318,318,0.165205577,,6,6,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A46.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A42.JPG,32,142,318,318,48,111,308,308,0.165205577,,6,6,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\030A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A01.JPG,32,110,337,337,50,137,366,366,0.16575566,,30,76,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A01.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\030A05.JPG,50,137,366,366,32,110,337,337,0.16575566,,76,30,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A01.JPG,3,249,72,72,14,233,63,63,0.165921726,,10,70,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A01.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,14,233,63,63,3,249,72,72,0.165921726,,70,10,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A05.JPG,24,197,64,64,14,233,63,63,0.170869311,,10,70,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,14,233,63,63,24,197,64,64,0.170869311,,70,10,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\036A17.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\048A09.JPG,19,113,316,316,64,155,284,284,0.171637336,,36,48,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\048A09.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\036A17.JPG,64,155,284,284,19,113,316,316,0.171637336,,48,36,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\059A02a.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A01.JPG,3,249,72,72,330,167,56,56,0.171930521,,59,70,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A01.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\059A02a.JPG,330,167,56,56,3,249,72,72,0.171930521,,70,59,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\031A15.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\031A16.JPG,41,127,279,279,44,134,355,355,0.17433787,,31,31,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\031A16.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\031A15.JPG,44,134,355,355,41,127,279,279,0.17433787,,31,31,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A46.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A61.JPG,49,120,298,298,48,111,308,308,0.175033147,,6,6,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A61.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A46.JPG,48,111,308,308,49,120,298,298,0.175033147,,6,6,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\026A00.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\040A03b.JPG,29,176,272,272,28,141,359,359,0.175068189,,26,40,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\040A03b.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\026A00.JPG,28,141,359,359,29,176,272,272,0.175068189,,40,26,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\030A16.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\030A18.JPG,45,132,332,332,36,116,349,349,0.175071906,,30,30,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\030A18.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\030A16.JPG,36,116,349,349,45,132,332,332,0.175071906,,30,30,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A01.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\075A05.JPG,17,258,52,52,3,249,72,72,0.175430529,,70,75,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\075A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A01.JPG,3,249,72,72,17,258,52,52,0.175430529,,75,70,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A06.JPG,331,102,70,70,14,233,63,63,0.177893198,,10,47,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,14,233,63,63,331,102,70,70,0.177893198,,47,10,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A07.JPG,52,166,309,309,44,170,297,297,0.177943523,,76,76,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A07.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A05.JPG,44,170,297,297,52,166,309,309,0.177943523,,76,76,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\030A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\080A00.JPG,61,118,312,312,50,137,366,366,0.178309101,,30,80,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\080A00.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\030A05.JPG,50,137,366,366,61,118,312,312,0.178309101,,80,30,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A05.JPG,24,197,64,64,331,102,70,70,0.178583833,,47,70,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A06.JPG,331,102,70,70,24,197,64,64,0.178583833,,70,47,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\017A26.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\037A19.JPG,370,127,53,53,333,267,67,67,0.179294128,,17,37,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\037A19.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\017A26.JPG,333,267,67,67,370,127,53,53,0.179294128,,37,17,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\030A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\074A15.JPG,58,131,300,300,50,137,366,366,0.179682433,,30,74,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A07.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A08.JPG,47,137,305,305,52,166,309,309,0.180075324,,76,76,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A08.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A07.JPG,52,166,309,309,47,137,305,305,0.180075324,,76,76,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\017A26.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A06.JPG,331,102,70,70,333,267,67,67,0.180929698,,17,47,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\017A26.JPG,333,267,67,67,331,102,70,70,0.180929698,,47,17,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\075A05.JPG,17,258,52,52,331,102,70,70,0.181283836,,47,75,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\075A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A06.JPG,331,102,70,70,17,258,52,52,0.181283836,,75,47,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\017A26.JPG,333,267,67,67,14,233,63,63,0.182848891,,10,17,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\017A26.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,14,233,63,63,333,267,67,67,0.182848891,,17,10,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\016A07.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\016A08.JPG,28,144,404,404,35,128,341,341,0.183367506,,16,16,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\016A08.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\016A07.JPG,35,128,341,341,28,144,404,404,0.183367506,,16,16,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\026A00.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\079A00.JPG,36,156,321,321,28,141,359,359,0.183691901,,26,79,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\079A00.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\026A00.JPG,28,141,359,359,36,156,321,321,0.183691901,,79,26,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A31.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A36.JPG,97,125,264,264,36,135,278,278,0.184760909,,6,6,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A36.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A31.JPG,36,135,278,278,97,125,264,264,0.184760909,,6,6,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\066A03.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\066A06b.JPG,62,122,336,336,30,152,331,331,0.186462544,,66,66,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\066A06b.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\066A03.JPG,30,152,331,331,62,122,336,336,0.186462544,,66,66,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\053A04.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A01.JPG,32,110,337,337,36,161,309,309,0.187419911,,53,76,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A01.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\053A04.JPG,36,161,309,309,32,110,337,337,0.187419911,,76,53,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\037A19.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\059A02a.JPG,330,167,56,56,370,127,53,53,0.187866063,,37,59,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\059A02a.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\037A19.JPG,370,127,53,53,330,167,56,56,0.187866063,,59,37,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\051A17.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A05.JPG,24,197,64,64,310,186,86,86,0.188014251,,51,70,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\051A17.JPG,310,186,86,86,24,197,64,64,0.188014251,,70,51,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\051A17.JPG,310,186,86,86,19,256,77,77,0.188056764,,10,51,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\051A17.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,19,256,77,77,310,186,86,86,0.188056764,,51,10,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\059A02a.JPG,330,167,56,56,331,102,70,70,0.189026802,,47,59,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\059A02a.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A06.JPG,331,102,70,70,330,167,56,56,0.189026802,,59,47,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A06.JPG,331,102,70,70,19,256,77,77,0.189759189,,10,47,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\047A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\010A09.JPG,19,256,77,77,331,102,70,70,0.189759189,,47,10,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\026A00.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\081A03.JPG,39,138,317,317,28,141,359,359,0.189930704,,26,81,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\081A03.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\026A00.JPG,28,141,359,359,39,138,317,317,0.189930704,,81,26,FALSE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\001A28.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\001A29.JPG,45,144,340,340,69,127,304,304,0.190046388,,1,1,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\001A29.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\001A28.JPG,69,127,304,304,45,144,340,340,0.190046388,,1,1,TRUE
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\026A00.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\038A05.JPG,62,125,321,321,28,141,359,359,0.19005189,,26,38,FALSE
