Image Path,Identity,Target_X,Target_Y,Target_W,Target_H,Source_X,Source_Y,Source_W,Source_H,VGG-Face_cosine,Notes,Image Path Image,Identity Image,Match
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0002.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0001.jpg,69.0,68.0,113.0,113.0,65.0,67.0,121.0,121.0,0.3190185057892575,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0002.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0005.jpg,70.0,69.0,113.0,113.0,65.0,67.0,121.0,121.0,0.4094248091613538,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0002.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,71.0,68.0,112.0,112.0,65.0,67.0,121.0,121.0,0.4501599226419248,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0002.jpg,65.0,67.0,121.0,121.0,67.0,66.0,114.0,114.0,0.1780455307019818,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0001.jpg,69.0,68.0,113.0,113.0,67.0,66.0,114.0,114.0,0.2798158868071547,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,71.0,68.0,112.0,112.0,67.0,66.0,114.0,114.0,0.3590751524599056,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0005.jpg,70.0,69.0,113.0,113.0,67.0,66.0,114.0,114.0,0.4033620529124317,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0004.jpg,71.0,69.0,111.0,111.0,67.0,66.0,114.0,114.0,0.4778523453882995,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0008.jpg,68.0,67.0,115.0,115.0,67.0,66.0,114.0,114.0,0.4867724985204015,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0004.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,71.0,68.0,112.0,112.0,71.0,69.0,111.0,111.0,0.443772969632545,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0004.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0003.jpg,67.0,66.0,114.0,114.0,71.0,69.0,111.0,111.0,0.4778523453882995,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0004.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0001.jpg,69.0,68.0,113.0,113.0,71.0,69.0,111.0,111.0,0.4997072980346982,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0005.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0003.jpg,67.0,66.0,114.0,114.0,70.0,69.0,113.0,113.0,0.4033620529124317,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0005.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0002.jpg,65.0,67.0,121.0,121.0,70.0,69.0,113.0,113.0,0.4094248091613538,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0005.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,71.0,68.0,112.0,112.0,70.0,69.0,113.0,113.0,0.4157401925787785,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0005.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0001.jpg,69.0,68.0,113.0,113.0,70.0,69.0,113.0,113.0,0.4255571238613036,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0005.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0007.jpg,67.0,67.0,116.0,116.0,70.0,69.0,113.0,113.0,0.4349242024971385,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0005.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0008.jpg,68.0,67.0,115.0,115.0,70.0,69.0,113.0,113.0,0.4526056653110495,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0003.jpg,67.0,66.0,114.0,114.0,71.0,68.0,112.0,112.0,0.3590751524599056,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0008.jpg,68.0,67.0,115.0,115.0,71.0,68.0,112.0,112.0,0.3809089648332835,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0005.jpg,70.0,69.0,113.0,113.0,71.0,68.0,112.0,112.0,0.4157401925787785,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0007.jpg,67.0,67.0,116.0,116.0,71.0,68.0,112.0,112.0,0.4348551934484527,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0004.jpg,71.0,69.0,111.0,111.0,71.0,68.0,112.0,112.0,0.443772969632545,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0001.jpg,69.0,68.0,113.0,113.0,71.0,68.0,112.0,112.0,0.4440378089295511,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0002.jpg,65.0,67.0,121.0,121.0,71.0,68.0,112.0,112.0,0.4501599226419248,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0008.jpg,68.0,67.0,115.0,115.0,67.0,67.0,116.0,116.0,0.2639081718426023,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,71.0,68.0,112.0,112.0,67.0,67.0,116.0,116.0,0.4348551934484527,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0005.jpg,70.0,69.0,113.0,113.0,67.0,67.0,116.0,116.0,0.4349242024971385,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0008.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0007.jpg,67.0,67.0,116.0,116.0,68.0,67.0,115.0,115.0,0.2639081718426023,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0008.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0006.jpg,71.0,68.0,112.0,112.0,68.0,67.0,115.0,115.0,0.3809089648332835,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0008.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0005.jpg,70.0,69.0,113.0,113.0,68.0,67.0,115.0,115.0,0.4526056653110495,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0008.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Ali_Naimi_0003.jpg,67.0,66.0,114.0,114.0,68.0,67.0,115.0,115.0,0.4867724985204015,,Ali_Naimi,Ali_Naimi,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Allen_Iverson_0001.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Marlene_Weingartner_0001.jpg,0.0,0.0,250.0,250.0,0.0,0.0,250.0,250.0,0.4748508199604352,,Allen_Iverson,Marlene_Weingartner,False
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0001.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0007.jpg,69.0,68.0,113.0,113.0,68.0,68.0,113.0,113.0,0.4505826756429151,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0001.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0028.jpg,69.0,66.0,115.0,115.0,68.0,68.0,113.0,113.0,0.4520968471996374,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0001.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0011.jpg,74.0,72.0,105.0,105.0,68.0,68.0,113.0,113.0,0.461982158444724,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0002.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Tom_Daschle_0003.jpg,76.0,158.0,87.0,87.0,95.0,156.0,90.0,90.0,0.241235759820969,,Alvaro_Uribe,Tom_Daschle,False
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0002.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Mohammed_Al-Douri_0011.jpg,81.0,159.0,69.0,69.0,95.0,156.0,90.0,90.0,0.292907600818437,,Alvaro_Uribe,Mohammed_Al-Douri,False
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0002.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0023.jpg,70.0,68.0,111.0,111.0,63.0,67.0,120.0,120.0,0.4446299039366302,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0009.jpg,70.0,68.0,115.0,115.0,68.0,66.0,116.0,116.0,0.3465635665306437,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0019.jpg,69.0,69.0,114.0,114.0,68.0,66.0,116.0,116.0,0.4356254243115597,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0017.jpg,66.0,65.0,119.0,119.0,68.0,66.0,116.0,116.0,0.4634535080969644,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0021.jpg,66.0,66.0,119.0,119.0,68.0,66.0,116.0,116.0,0.4963509964809175,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0005.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0007.jpg,69.0,68.0,113.0,113.0,68.0,66.0,116.0,116.0,0.4192268109959949,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0005.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0020.jpg,67.0,66.0,119.0,119.0,68.0,66.0,116.0,116.0,0.4459943850260172,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0005.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0024.jpg,67.0,66.0,122.0,122.0,68.0,66.0,116.0,116.0,0.454398595721222,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0005.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0032.jpg,70.0,68.0,111.0,111.0,68.0,66.0,116.0,116.0,0.4650040943274434,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0005.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0022.jpg,69.0,67.0,115.0,115.0,68.0,66.0,116.0,116.0,0.4765759479948599,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0014.jpg,67.0,68.0,114.0,114.0,69.0,66.0,113.0,113.0,0.2633915536857678,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0025.jpg,69.0,69.0,113.0,113.0,69.0,66.0,113.0,113.0,0.454521292983806,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0028.jpg,69.0,66.0,115.0,115.0,69.0,66.0,113.0,113.0,0.4882253320440448,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0011.jpg,74.0,72.0,105.0,105.0,69.0,68.0,113.0,113.0,0.3638735664433054,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0005.jpg,68.0,66.0,116.0,116.0,69.0,68.0,113.0,113.0,0.4192268109959949,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0017.jpg,66.0,65.0,119.0,119.0,69.0,68.0,113.0,113.0,0.4363854231842898,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0001.jpg,68.0,68.0,113.0,113.0,69.0,68.0,113.0,113.0,0.4505826756429151,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0010.jpg,69.0,70.0,112.0,112.0,69.0,68.0,113.0,113.0,0.4539627373887498,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0032.jpg,70.0,68.0,111.0,111.0,69.0,68.0,113.0,113.0,0.4663551280309738,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0024.jpg,67.0,66.0,122.0,122.0,69.0,68.0,113.0,113.0,0.4734161139247781,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0009.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0003.jpg,68.0,66.0,116.0,116.0,70.0,68.0,115.0,115.0,0.3465635665306437,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0009.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0010.jpg,69.0,70.0,112.0,112.0,70.0,68.0,115.0,115.0,0.4589470252336298,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0009.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0017.jpg,66.0,65.0,119.0,119.0,70.0,68.0,115.0,115.0,0.4700286623221144,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0009.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0021.jpg,66.0,66.0,119.0,119.0,70.0,68.0,115.0,115.0,0.4722373054229712,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0009.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0019.jpg,69.0,69.0,114.0,114.0,70.0,68.0,115.0,115.0,0.4922914504901563,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0010.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0026.jpg,68.0,68.0,113.0,113.0,69.0,70.0,112.0,112.0,0.3050655063139741,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0010.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0017.jpg,66.0,65.0,119.0,119.0,69.0,70.0,112.0,112.0,0.3740824277801805,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0010.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0021.jpg,66.0,66.0,119.0,119.0,69.0,70.0,112.0,112.0,0.4039208658701539,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0010.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0032.jpg,70.0,68.0,111.0,111.0,69.0,70.0,112.0,112.0,0.4323759776498911,,Alvaro_Uribe,Alvaro_Uribe,True
C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0010.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Alvaro_Uribe_0007.jpg,69.0,68.0,113.0,113.0,69.0,70.0,112.0,112.0,0.4539627373887498,,Alvaro_Uribe,Alvaro_Uribe,True
